Ontology ID	Ancestor	Ancestor Name
MP_0012173	MP_0005380	embryo phenotype
MP_0012702	MP_0005380	embryo phenotype
MP_0005221	MP_0005380	embryo phenotype
MP_0011853	MP_0005380	embryo phenotype
MP_0013004	MP_0005380	embryo phenotype
MP_0012278	MP_0005380	embryo phenotype
MP_0006372	MP_0005380	embryo phenotype
MP_0001691	MP_0005380	embryo phenotype
MP_0010116	MP_0005380	embryo phenotype
MP_0012057	MP_0005380	embryo phenotype
MP_0013852	MP_0005380	embryo phenotype
MP_0012806	MP_0005380	embryo phenotype
MP_0006355	MP_0005380	embryo phenotype
MP_0010396	MP_0005380	embryo phenotype
MP_0030907	MP_0005380	embryo phenotype
MP_0014019	MP_0005380	embryo phenotype
MP_0001700	MP_0005380	embryo phenotype
MP_0001680	MP_0005380	embryo phenotype
MP_0002085	MP_0005380	embryo phenotype
MP_0014135	MP_0005380	embryo phenotype
MP_0002825	MP_0005380	embryo phenotype
MP_0006323	MP_0005380	embryo phenotype
MP_0004066	MP_0005380	embryo phenotype
MP_0020516	MP_0005380	embryo phenotype
MP_0012299	MP_0005380	embryo phenotype
MP_0004573	MP_0005380	embryo phenotype
MP_0009430	MP_0005380	embryo phenotype
MP_0004914	MP_0005380	embryo phenotype
MP_0030133	MP_0005380	embryo phenotype
MP_0012540	MP_0005380	embryo phenotype
MP_0002621	MP_0005380	embryo phenotype
MP_0012108	MP_0005380	embryo phenotype
MP_0013223	MP_0005380	embryo phenotype
MP_0012544	MP_0005380	embryo phenotype
MP_0013169	MP_0005380	embryo phenotype
MP_0003694	MP_0005380	embryo phenotype
MP_0006338	MP_0005380	embryo phenotype
MP_0012301	MP_0005380	embryo phenotype
MP_0030539	MP_0005380	embryo phenotype
MP_0005033	MP_0005380	embryo phenotype
MP_0012795	MP_0005380	embryo phenotype
MP_0012134	MP_0005380	embryo phenotype
MP_0013185	MP_0005380	embryo phenotype
MP_0020827	MP_0005380	embryo phenotype
MP_0009394	MP_0005380	embryo phenotype
MP_0012807	MP_0005380	embryo phenotype
MP_0011203	MP_0005380	embryo phenotype
MP_0012273	MP_0005380	embryo phenotype
MP_0005031	MP_0005380	embryo phenotype
MP_0030340	MP_0005380	embryo phenotype
MP_0012158	MP_0005380	embryo phenotype
MP_0009929	MP_0005380	embryo phenotype
MP_0012816	MP_0005380	embryo phenotype
MP_0002174	MP_0005380	embryo phenotype
MP_0012744	MP_0005380	embryo phenotype
MP_0008959	MP_0005380	embryo phenotype
MP_0011205	MP_0005380	embryo phenotype
MP_0003886	MP_0005380	embryo phenotype
MP_0012726	MP_0005380	embryo phenotype
MP_0002583	MP_0005380	embryo phenotype
MP_0004574	MP_0005380	embryo phenotype
MP_0004963	MP_0005380	embryo phenotype
MP_0013290	MP_0005380	embryo phenotype
MP_0012708	MP_0005380	embryo phenotype
MP_0012109	MP_0005380	embryo phenotype
MP_0012707	MP_0005380	embryo phenotype
MP_0012809	MP_0005380	embryo phenotype
MP_0012252	MP_0005380	embryo phenotype
MP_0012135	MP_0005380	embryo phenotype
MP_0030341	MP_0005380	embryo phenotype
MP_0003695	MP_0005380	embryo phenotype
MP_0030911	MP_0005380	embryo phenotype
MP_0001718	MP_0005380	embryo phenotype
MP_0009470	MP_0005380	embryo phenotype
MP_0011256	MP_0005380	embryo phenotype
MP_0012187	MP_0005380	embryo phenotype
MP_0009842	MP_0005380	embryo phenotype
MP_0009329	MP_0005380	embryo phenotype
MP_0031452	MP_0005380	embryo phenotype
MP_0001687	MP_0005380	embryo phenotype
MP_0011836	MP_0005380	embryo phenotype
MP_0004255	MP_0005380	embryo phenotype
MP_0012797	MP_0005380	embryo phenotype
MP_0012304	MP_0005380	embryo phenotype
MP_0012724	MP_0005380	embryo phenotype
MP_0030134	MP_0005380	embryo phenotype
MP_0009073	MP_0005380	embryo phenotype
MP_0012095	MP_0005380	embryo phenotype
MP_0012276	MP_0005380	embryo phenotype
MP_0001689	MP_0005380	embryo phenotype
MP_0006356	MP_0005380	embryo phenotype
MP_0013225	MP_0005380	embryo phenotype
MP_0012259	MP_0005380	embryo phenotype
MP_0006339	MP_0005380	embryo phenotype
MP_0001685	MP_0005380	embryo phenotype
MP_0001697	MP_0005380	embryo phenotype
MP_0012115	MP_0005380	embryo phenotype
MP_0011852	MP_0005380	embryo phenotype
MP_0012182	MP_0005380	embryo phenotype
MP_0009593	MP_0005380	embryo phenotype
MP_0004560	MP_0005380	embryo phenotype
MP_0013224	MP_0005380	embryo phenotype
MP_0012798	MP_0005380	embryo phenotype
MP_0030989	MP_0005380	embryo phenotype
MP_0012810	MP_0005380	embryo phenotype
MP_0011197	MP_0005380	embryo phenotype
MP_0013917	MP_0005380	embryo phenotype
MP_0012129	MP_0005380	embryo phenotype
MP_0012703	MP_0005380	embryo phenotype
MP_0030912	MP_0005380	embryo phenotype
MP_0003406	MP_0005380	embryo phenotype
MP_0009844	MP_0005380	embryo phenotype
MP_0010777	MP_0005380	embryo phenotype
MP_0012114	MP_0005380	embryo phenotype
MP_0013207	MP_0005380	embryo phenotype
MP_0009658	MP_0005380	embryo phenotype
MP_0003794	MP_0005380	embryo phenotype
MP_0012542	MP_0005380	embryo phenotype
MP_0011412	MP_0005380	embryo phenotype
MP_0030135	MP_0005380	embryo phenotype
MP_0009074	MP_0005380	embryo phenotype
MP_0012096	MP_0005380	embryo phenotype
MP_0008957	MP_0005380	embryo phenotype
MP_0003400	MP_0005380	embryo phenotype
MP_0012271	MP_0005380	embryo phenotype
MP_0012548	MP_0005380	embryo phenotype
MP_0012817	MP_0005380	embryo phenotype
MP_0014138	MP_0005380	embryo phenotype
MP_0012105	MP_0005380	embryo phenotype
MP_0012760	MP_0005380	embryo phenotype
MP_0003890	MP_0005380	embryo phenotype
MP_0013231	MP_0005380	embryo phenotype
MP_0009784	MP_0005380	embryo phenotype
MP_0012097	MP_0005380	embryo phenotype
MP_0011187	MP_0005380	embryo phenotype
MP_0002718	MP_0005380	embryo phenotype
MP_0013226	MP_0005380	embryo phenotype
MP_0012799	MP_0005380	embryo phenotype
MP_0008047	MP_0005380	embryo phenotype
MP_0006342	MP_0005380	embryo phenotype
MP_0031431	MP_0005380	embryo phenotype
MP_0012811	MP_0005380	embryo phenotype
MP_0012496	MP_0005380	embryo phenotype
MP_0004957	MP_0005380	embryo phenotype
MP_0030334	MP_0005380	embryo phenotype
MP_0004261	MP_0005380	embryo phenotype
MP_0004920	MP_0005380	embryo phenotype
MP_0010666	MP_0005380	embryo phenotype
MP_0001675	MP_0005380	embryo phenotype
MP_0013217	MP_0005380	embryo phenotype
MP_0014136	MP_0005380	embryo phenotype
